Patient,Model,Dipole,Dist_mm,Angle_deg,Moment,Str_RE,Residual_Variance,Is_Grid,Grid_eq_Source,Total_AMR_steps
131722,swiss7,dip4,1.78043489622387,6.51203098799138,4.38891153938021e-09,0.0972278848450522,0.00072841912897994,1,0,0
