Patient,Model,Dipole,Dist_mm,Angle_deg,Moment,Str_RE,Residual_Variance,Is_Grid,Grid_eq_Source,Total_AMR_steps
151627,german7_headreco,dip1,9.09545313134187,28.2869485642778,2.31601253703758e-09,0.420996865740606,0.00859418685467313,0,1,0
