Patient,Model,Dipole,Dist_mm,Angle_deg,Moment,Str_RE,Residual_Variance,Is_Grid,Grid_eq_Source,Total_AMR_steps
151627,swiss7,dip1,2.52096519447336,0.795422738373573,3.03538181869064e-09,0.241154545327341,0.000387622779627664,0,0,6
