Patient,Model,Dipole,Dist_mm,Angle_deg,Moment,Str_RE,Residual_Variance,Is_Grid,Grid_eq_Source,Total_AMR_steps
110411,SimNIBS7,dip2,4.06392845065455,18.5916013141095,1.64940660571037e-09,0.587648348572409,0.000686228236386961,0,0,0
