Dipole,Dist-mm,Residual-Variance,
1065,10.18579,0.003741,
1066,13.70312,0.003912,
1067,11.1039,0.001822,
1068,10.46409,0.00189,
1069,8.851046,0.001051,
1070,12.36061,0.007979,
1071,10.29587,0.001075,
1072,7.283868,0.001232,
1073,10.35064,0.004787,
1074,5.826736,0.005526,
1075,13.01372,0.004183,
1076,14.33531,0.003896,
1077,16.3606,0.004534,
1078,9.524449,0.00486,
1079,11.65215,0.002881,
1080,15.72078,0.004507,
1081,10.81186,0.003427,
1082,14.91939,0.003955,
1083,8.335557,0.004711,
1084,5.599711,0.010206,
1085,14.6987,0.006981,
1086,15.89944,0.002944,
1087,9.661141,0.004414,
1088,15.77745,0.010033,
1089,4.826378,0.004529,
1090,8.285524,0.00549,
1091,8.912656,0.003581,
1092,3.066155,0.0202,
1093,10.26431,0.002696,
1094,3.692921,0.003477,
1095,4.506149,0.002586,
1096,9.791776,0.004757,
1097,6.436727,0.003583,
1098,5.208009,0.006512,
1099,11.82825,0.006452,
1100,6.954152,0.004061,
1101,9.467657,0.002117,
1102,69.35203,0.015415,
1103,16.81968,0.004163,
1104,13.78214,0.00238,
1105,5.545358,0.004812,
1106,11.89022,0.002528,
1107,14.9784,0.002732,
1108,13.21068,0.004892,
1109,11.73784,0.004081,
1110,6.847038,0.002461,
1111,0.285684,0.011753,
1112,11.97429,0.009994,
1113,9.603381,0.003837,
1114,4.852238,0.005714,
1115,8.754418,0.004402,
1116,6.506586,0.005225,
1117,8.607835,0.003515,
1118,9.807712,0.002597,
1119,5.233874,0.007807,
1120,16.89562,0.00245,
1121,9.990671,0.002575,
1122,7.620564,0.002212,
1123,10.00596,0.007901,
1124,11.59424,0.021381,
1125,10.17752,0.003668,
1126,15.06504,0.008533,
1127,10.91427,0.002962,
1128,8.166653,0.004853,
1129,4.815103,0.001704,
1130,12.71093,0.005364,
1131,14.75569,0.003966,
1132,8.09998,0.003203,
1133,12.92412,0.004678,
1134,9.536315,0.004085,
1135,13.90658,0.004909,
1136,13.45435,0.004126,
1137,6.661511,0.001649,
1138,10.23291,0.003052,
1139,8.573013,0.004226,
1140,14.40895,0.005384,
1141,13.17295,0.002611,
1142,13.8302,0.002445,
1143,13.15081,0.00604,
1144,12.12162,0.004216,
1145,9.872066,0.007013,
1146,8.511828,0.005328,
1147,15.95029,0.004131,
1148,6.559312,0.004769,
1149,5.288286,0.001546,
1150,0.3665,0.05372,
1151,17.64389,0.002938,
1152,12.94675,0.004051,
1153,12.97497,0.007276,
1154,5.426245,0.003692,
1155,9.8675,0.003379,
1156,12.33473,0.002905,
1157,14.97825,0.002759,
1158,5.216625,0.003015,
1159,2.045098,0.01895,
1160,11.00635,0.006673,
1161,16.59117,0.003156,
1162,12.16341,0.003128,
1163,11.93986,0.0023,
1164,9.693242,0.003314,
1165,13.64414,0.00369,
1166,15.77638,0.006012,
1167,6.910752,0.008479,
1168,11.2376,0.003783,
1169,9.452985,0.002559,
1170,13.87136,0.003215,
1171,11.64972,0.004881,
1172,16.51777,0.003239,
1173,17.21642,0.003022,
1174,8.683168,0.007986,
1175,8.850511,0.005244,
1176,14.57096,0.005351,
1177,7.22305,0.002991,
1178,7.23599,0.003428,
1179,15.00121,0.005608,
1180,9.304242,0.003284,
1181,6.46194,0.003608,
1182,14.40966,0.003953,
1183,10.64125,0.005292,
1184,12.07946,0.045613,
1185,11.55939,0.001943,
1186,1.79822,0.005122,
1187,1.781469,0.057379,
1188,8.728808,0.004036,
1189,7.991833,0.001236,
1190,3.747425,0.004401,
1191,9.700723,0.007896,
1192,9.329039,0.001967,
1193,2.301135,0.005802,
1194,12.60201,0.004168,
1195,8.433798,0.004417,
1196,11.60422,0.005287,
1197,14.72107,0.005707,
1198,11.65068,0.007111,
1199,6.435347,0.004805,
1200,6.961675,0.003328,
1201,6.188422,0.003856,
1202,28.08225,0.010498,
1203,7.179466,0.003231,
1204,4.998656,0.001621,
1205,10.92254,0.006413,
1206,9.171183,0.003421,
1207,8.543948,0.006343,
1208,9.434958,0.008039,
1209,11.9778,0.003923,
1210,9.266856,0.002018,
1211,11.35238,0.002123,
1212,15.20106,0.004914,
1213,13.65528,0.003504,
1214,16.82567,0.009022,
1215,13.07717,0.002557,
1216,9.050353,0.002998,
1217,16.03997,0.004867,
1218,14.5595,0.002762,
1219,13.52782,0.003158,
1220,12.91131,0.003402,
1221,16.43348,0.003105,
1222,4.722664,0.005481,
1223,10.47067,0.004011,
1224,13.57395,0.00338,
1225,16.0618,0.001995,
1226,11.32049,0.00196,
1227,12.99833,0.004539,
1228,15.7015,0.005028,
1229,12.67086,0.004595,
1230,5.638106,0.00459,
1231,12.12518,0.003089,
1232,7.090907,0.003612,
1233,3.971178,0.002256,
1234,14.06988,0.003676,
1235,13.43681,0.005073,
1236,4.207288,0.002179,
1237,6.953079,0.004006,
1238,5.820088,0.003239,
1239,10.46609,0.003871,
1240,8.518833,0.002421,
1241,11.04707,0.007524,
1242,13.41756,0.002872,
1243,8.783933,0.005007,
1244,13.9599,0.004562,
1245,16.78339,0.007425,
1246,30.84201,0.008121,
1247,9.594697,0.002851,
1248,13.23322,0.00758,
1249,11.70289,0.004002,
1250,11.11176,0.004273,
1251,10.29297,0.021699,
1252,10.98565,0.001186,
1253,6.62778,0.004057,
1254,4.822328,0.004794,
1255,12.30572,0.006203,
1256,8.369575,0.004384,
1257,15.36595,0.004899,
1258,3.468575,0.002545,
1259,13.84073,0.005758,
1260,12.74969,0.001808,
1261,3.708902,0.048061,
1262,7.689979,0.001548,
1263,11.52893,0.005019,
1264,2.390776,0.037013,
1265,14.93897,0.002611,
1266,13.04153,0.003894,
1267,12.05968,0.005323,
1268,5.779156,0.00593,
1269,17.89135,0.002638,
1270,15.83628,0.003326,
1271,9.417549,0.003515,
1272,9.827582,0.002112,
1273,14.73627,0.003927,
1274,15.61127,0.002453,
1275,16.33794,0.003056,
1276,9.050885,0.008388,
1277,12.83182,0.002199,
1278,6.939113,0.003553,
1279,14.43542,0.004233,
1280,8.202026,0.000574,
1281,10.90294,0.007825,
1282,12.69084,0.002808,
1283,12.62569,0.003096,
1284,13.0517,0.002489,
1285,14.07231,0.003563,
1286,1.983211,0.005677,
1287,7.671907,0.001742,
1288,14.41195,0.007248,
1289,10.28822,0.005278,
1290,8.827493,0.006509,
1291,13.9621,0.008754,
1292,2.000673,0.016683,
1293,6.14753,0.002857,
1294,17.04506,0.005174,
1295,8.598528,0.004633,
1296,11.84478,0.007199,
1297,12.59278,0.002787,
1298,2.719214,0.003964,
1299,5.963688,0.000989,
1300,10.03944,0.009586,
1301,17.61473,0.003822,
1302,9.713879,0.002011,
1303,9.895445,0.008268,
1304,10.54636,0.004174,
1305,8.768199,0.002207,
1306,9.510086,0.004603,
1307,14.84138,0.004421,
1308,12.42172,0.00512,
1309,14.00224,0.002135,
1310,18.53446,0.005503,
1311,21.40431,0.00669,
1312,15.18533,0.002679,
1313,9.43032,0.00439,
1314,6.945511,0.003379,
1315,14.44,0.005509,
1316,35.55906,0.009293,
1317,100.8869,0.008282,
1318,8.560204,0.00267,
1319,10.36393,0.002917,
1320,4.435301,0.001074,
1321,15.79499,0.007146,
1322,7.1734,0.003408,
1323,17.06156,0.005228,
1324,13.57276,0.003501,
1325,9.896795,0.004318,
1326,8.881371,0.001047,
1327,13.87225,0.004861,
1328,0.791834,0.008424,
1329,7.237169,0.004422,
1330,11.06897,0.003725,
1331,4.264249,0.009839,
1332,13.23661,0.005652,
1333,13.28021,0.003312,
1334,5.778109,0.001522,
1335,13.1497,0.002798,
1336,11.79088,0.007556,
1337,13.94451,0.004022,
1338,7.721718,0.004448,
1339,13.46359,0.006107,
1340,14.0908,0.0034,
1341,6.177599,0.004232,
1342,14.72204,0.004754,
1343,8.461952,0.007284,
1344,8.761331,0.00366,
1345,13.1181,0.003099,
1346,6.238565,0.00299,
1347,4.712707,0.005066,
1348,14.31527,0.002735,
1349,11.98169,0.006552,
1350,14.06418,0.003028,
1351,14.35839,0.00572,
1352,11.3921,0.003597,
1353,8.918149,0.001582,
1354,13.66845,0.004117,
1355,9.656332,0.00666,
1356,9.790546,0.004869,
1357,5.786295,0.004786,
1358,17.59654,0.004524,
1359,14.68493,0.002384,
1360,7.943001,0.002362,
1361,13.83602,0.003367,
1362,12.39126,0.003426,
1363,13.04364,0.006021,
1364,14.39875,0.006699,
1365,7.919075,0.003371,
1366,5.563098,0.0053,
1367,5.510679,0.004537,
1368,16.8665,0.006632,
1369,13.05278,0.004067,
1370,9.715377,0.005019,
1371,7.773653,0.001186,
1372,7.719811,0.008375,
1373,15.06728,0.007178,
1374,7.433663,0.005123,
1375,5.478451,0.001591,
1376,9.792844,0.003301,
1377,5.631467,0.007764,
1378,20.45759,0.008532,
1379,12.39554,0.009028,
1380,1.785321,0.004574,
1381,8.911772,0.001833,
1382,3.442814,0.007601,
1383,13.5148,0.00327,
1384,12.55307,0.001934,
1385,14.05532,0.006289,
1386,17.4461,0.00325,
1387,9.810742,0.003204,
1388,9.875433,0.002806,
1389,10.78909,0.007347,
1390,10.83646,0.004004,
1391,13.79318,0.003834,
1392,8.484758,0.000714,
1393,11.95479,0.002644,
1394,8.465271,0.006285,
1395,14.60317,0.005376,
1396,8.341669,0.003922,
1397,6.832441,0.001269,
1398,16.26454,0.003977,
1399,12.45136,0.003686,
1400,3.574828,0.004701,
1401,4.790905,0.002562,
1402,7.594453,0.004417,
1403,2.926438,0.004901,
1404,7.716456,0.002793,
1405,7.749355,0.002375,
1406,9.034631,0.004823,
1407,6.796359,0.002466,
1408,10.94147,0.003045,
1409,9.465361,0.003602,
1410,10.05348,0.004094,
1411,13.03372,0.004081,
1412,10.12272,0.002302,
1413,6.911406,0.004979,
1414,9.379073,0.004264,
1415,13.04328,0.003165,
1416,7.533304,0.004948,
1417,0.426467,0.015912,
1418,18.773,0.005053,
1419,14.33573,0.004864,
1420,11.15721,0.00357,
1421,8.167749,0.004516,
1422,12.73495,0.004333,
1423,11.20704,0.003591,
1424,8.769101,0.003944,
1425,13.50672,0.006309,
1426,13.03393,0.003977,
1427,3.788964,0.006055,
1428,11.30005,0.002436,
1429,12.52487,0.006382,
1430,5.072301,0.004568,
1431,12.48954,0.005622,
1432,8.037933,0.003002,
1433,10.41706,0.001072,
1434,14.56727,0.003289,
1435,15.94783,0.007184,
1436,13.98557,0.008322,
1437,2.457052,0.013325,
1438,10.4816,0.004525,
1439,0.606364,0.005043,
1440,13.18101,0.005297,
1441,7.823074,0.005408,
1442,12.46871,0.001554,
1443,12.11147,0.004435,
1444,10.34933,0.009163,
1445,12.36981,0.005022,
1446,3.10288,0.014956,
1447,1.196355,0.009508,
1448,26.06406,0.013884,
1449,4.30736,0.00257,
1450,13.47471,0.002527,
1451,7.577179,0.005798,
1452,11.49423,0.00671,
1453,13.38614,0.002717,
1454,4.82958,0.003319,
1455,6.404381,0.007115,
1456,11.56439,0.006244,
1457,4.405665,0.005385,
1458,6.954034,0.004039,
1459,9.770466,0.003037,
1460,7.090308,0.006784,
1461,12.67014,0.004498,
1462,17.44582,0.005202,
1463,10.13191,0.007281,
1464,2.708065,0.003909,
1465,9.910839,0.003572,
1466,3.964272,0.003026,
1467,0.872015,0.019784,
1468,11.03266,0.003207,
1469,11.165,0.002353,
1470,8.394753,0.001555,
1471,3.748343,0.004149,
1472,10.22604,0.004762,
1473,7.718398,0.001535,
1474,15.61808,0.0034,
1475,1.939075,0.057247,
1476,10.89777,0.002818,
1477,8.352902,0.004764,
1478,12.30178,0.00438,
1479,16.71049,0.007494,
1480,15.41006,0.005926,
1481,10.05888,0.005286,
1482,10.20969,0.004343,
1483,15.40285,0.005843,
1484,16.5932,0.003301,
1485,5.35424,0.002533,
1486,9.022438,0.004588,
1487,15.26002,0.00402,
1488,16.00551,0.003515,
1489,10.94375,0.00511,
1490,6.038812,0.002585,
1491,9.984391,0.00162,
1492,13.86474,0.004207,
1493,14.68712,0.002428,
1494,14.18358,0.006291,
1495,8.992609,0.002148,
1496,17.53194,0.002687,
1497,5.863284,0.006056,
1498,11.97072,0.002619,
1499,5.218577,0.004614,
1500,18.05894,0.003464,
1501,6.168826,0.00217,
1502,13.47685,0.004075,
1503,10.32378,0.002764,
1504,10.39915,0.002727,
1505,5.612504,0.002514,
1506,11.62672,0.003293,
1507,11.50253,0.00508,
1508,10.07359,0.002064,
1509,12.96947,0.001364,
1510,13.22889,0.004532,
1511,10.51177,0.003839,
1512,11.39172,0.00154,
1513,11.28556,0.004127,
1514,6.881285,0.007396,
1515,16.79468,0.00771,
1516,12.0708,0.00428,
1517,7.034231,0.002815,
1518,7.7703,0.003471,
1519,6.879835,0.003105,
1520,6.831906,0.004718,
1521,14.8779,0.005013,
1522,7.27505,0.002931,
1523,0.883877,0.04885,
1524,12.00077,0.004633,
1525,5.551958,0.002622,
1526,6.200306,0.004481,
1527,11.87208,0.003752,
1528,7.750092,0.002929,
1529,11.29708,0.005236,
1530,21.89952,0.010689,
1531,9.647952,0.00323,
1532,11.71537,0.00497,
1533,6.338586,0.002537,
1534,12.3878,0.003198,
1535,9.951717,0.003816,
1536,11.53624,0.005003,
1537,12.073,0.003383,
1538,14.58388,0.003618,
1539,12.45916,0.002914,
1540,10.96871,0.002953,
1541,9.874853,0.002441,
1542,6.972852,0.004447,
1543,13.55816,0.016762,
1544,9.782202,0.001632,
1545,10.67018,0.003396,
1546,13.32563,0.002114,
1547,14.08948,0.00352,
1548,23.80726,0.007268,
1549,9.412831,0.001643,
1550,6.516445,0.005919,
1551,10.88536,0.004653,
1552,8.982762,0.001571,
1553,7.928217,0.004075,
1554,15.7371,0.002765,
1555,15.98733,0.003337,
1556,4.803829,0.005403,
1557,13.1505,0.004018,
1558,7.340226,0.002943,
1559,11.02579,0.003757,
1560,5.140955,0.005034,
1561,8.833205,0.004173,
1562,5.768705,0.004387,
1563,14.63461,0.003762,
1564,15.82381,0.004768,
1565,6.317605,0.005392,
1566,17.54119,0.003699,
1567,3.335145,0.003888,
1568,4.814746,0.005042,
1569,15.00334,0.002964,
1570,10.14967,0.003052,
1571,13.41957,0.007594,
1572,11.37215,0.001579,
1573,14.95319,0.004067,
1574,13.22962,0.003322,
1575,7.341328,0.003181,
1576,9.440503,0.004738,
1577,0.366943,0.006816,
1578,15.99569,0.00448,
1579,9.99219,0.001178,
1580,9.940432,0.004457,
1581,5.751342,0.002999,
1582,7.834412,0.001141,
1583,1.077746,0.006099,
1584,13.05571,0.003595,
1585,4.864328,0.00487,
1586,9.91456,0.005189,
1587,13.89034,0.005895,
1588,7.729843,0.00111,
1589,9.488611,0.004104,
1590,16.79664,0.002226,
1591,7.550263,0.002801,
1592,11.22525,0.005924,
1593,7.393234,0.003718,
1594,11.38024,0.001831,
1595,12.07533,0.002741,
1596,10.27041,0.005128,
1597,10.89905,0.004415,
1598,5.310401,0.002496,
1599,5.369956,0.004587,
1600,13.05215,0.003853,
1601,10.91582,0.010369,
1602,12.48805,0.008918,
1603,4.587924,0.007804,
1604,11.77617,0.003301,
1605,9.982191,0.005623,
1606,8.914352,0.007793,
1607,5.678901,0.009825,
1608,10.76774,0.003285,
1609,12.58578,0.004995,
1610,12.30535,0.008015,
1611,13.95257,0.005266,
1612,8.9209,0.001435,
1613,13.26882,0.004334,
1614,13.26989,0.002033,
1615,16.09355,0.006909,
1616,9.144143,0.02889,
1617,11.39719,0.003384,
1618,8.06787,0.002721,
1619,9.973298,0.003095,
1620,11.78782,0.002581,
1621,1.269974,0.008798,
1622,1.864921,0.004541,
1623,12.19553,0.002955,
1624,10.90771,0.002812,
1625,15.03288,0.002865,
1626,16.71839,0.003909,
1627,6.02894,0.007849,
1628,11.8517,0.006513,
1629,3.456762,0.005009,
1630,12.74414,0.00258,
1631,1.76286,0.01773,
1632,8.820732,0.001039,
1633,11.62204,0.00809,
1634,10.55402,0.005113,
1635,11.65317,0.004311,
1636,10.65625,0.005734,
1637,8.745766,0.004247,
1638,12.74234,0.003406,
1639,12.51421,0.002448,
1640,7.430465,0.007577,
1641,6.4649,0.006273,
1642,4.613683,0.003799,
1643,16.66244,0.004973,
1644,13.02838,0.005401,
1645,10.2805,0.004932,
1646,9.351793,0.004177,
1647,11.47246,0.004075,
1648,5.986005,0.006154,
1649,8.288893,0.006977,
1650,6.80973,0.003944,
1651,9.831354,0.001525,
1652,11.76479,0.00355,
1653,12.44052,0.003226,
1654,12.27893,0.003951,
1655,15.44193,0.005174,
1656,12.9729,0.00547,
1657,10.63292,0.006127,
1658,2.124654,0.035652,
1659,13.54924,0.006412,
1660,7.973984,0.00493,
1661,2.228156,0.002855,
1662,10.32638,0.003426,
1663,14.41576,0.003811,
1664,11.64362,0.003971,
1665,10.77506,0.003392,
1666,11.23568,0.005342,
1667,12.83143,0.005173,
1668,14.02,0.003175,
1669,7.659526,0.006018,
1670,9.263284,0.005291,
1671,6.026762,0.004814,
1672,9.550943,0.005571,
1673,13.07448,0.003746,
1674,14.83842,0.003693,
1675,11.45893,0.00531,
1676,16.05745,0.005341,
1677,14.36411,0.004182,
1678,12.33514,0.003481,
1679,11.86861,0.002873,
1680,15.46097,0.002664,
1681,17.79532,0.004479,
1682,1.777988,0.006428,
1683,6.726768,0.00451,
1684,10.30198,0.003031,
1685,14.17445,0.005911,
1686,6.699508,0.002406,
1687,13.7006,0.006577,
1688,14.00153,0.003532,
1689,10.46978,0.004242,
1690,9.80688,0.001221,
1691,7.35608,0.004171,
1692,3.605322,0.00234,
1693,5.142075,0.004143,
1694,10.31799,0.003325,
1695,10.92086,0.003752,
1696,11.90549,0.004701,
1697,15.29977,0.005678,
1698,11.08337,0.001919,
1699,13.21587,0.003698,
1700,1.087627,0.018403,
1701,0.681719,0.010702,
1702,12.1146,0.00512,
1703,8.713415,0.002796,
1704,7.369846,0.004608,
1705,12.68864,0.003049,
1706,9.603843,0.003437,
1707,26.52889,0.005135,
1708,23.22196,0.015054,
1709,6.435102,0.004453,
1710,9.561108,0.003094,
1711,8.033547,0.00447,
1712,12.54153,0.004026,
1713,11.57457,0.004433,
1714,9.754671,0.002824,
1715,11.82239,0.003185,
1716,5.705466,0.002883,
1717,3.373065,0.027268,
1718,5.559791,0.006637,
1719,18.07072,0.003691,
1720,8.863185,0.001491,
1721,15.47003,0.002921,
1722,10.26871,0.003989,
1723,12.40676,0.002929,
1724,14.48999,0.002988,
1725,8.926082,0.003118,
1726,9.349932,0.021937,
1727,10.19457,0.003406,
1728,11.80229,0.00663,
1729,11.50838,0.005792,
1730,15.17051,0.0034,
1731,7.007053,0.002924,
1732,10.10164,0.003449,
1733,9.131296,0.004325,
1734,8.42027,0.004289,
1735,11.91536,0.007805,
1736,12.72819,0.0044,
1737,15.34024,0.004648,
1738,11.97383,0.006159,
1739,4.492525,0.004899,
1740,12.83632,0.007351,
1741,7.483312,0.001341,
1742,5.282821,0.003736,
1743,9.38233,0.003178,
1744,12.67722,0.007211,
1745,15.16428,0.002016,
1746,2.560091,0.010106,
1747,19.74968,0.004674,
1748,14.68176,0.003746,
1749,11.95855,0.003762,
1750,9.481869,0.00415,
1751,13.31974,0.005002,
1752,8.116892,0.00582,
1753,13.02751,0.009663,
1754,7.4725,0.004333,
1755,11.72048,0.004397,
1756,14.96011,0.003591,
1757,15.5015,0.004001,
1758,11.96168,0.001233,
1759,12.60202,0.006222,
1760,7.812637,0.003036,
1761,14.63351,0.002994,
1762,7.329311,0.005384,
1763,12.76105,0.005223,
1764,14.4065,0.001651,
1765,4.126068,0.004439,
1766,6.591005,0.00287,
1767,10.89636,0.00334,
1768,13.64361,0.002894,
1769,11.94996,0.006504,
1770,10.17582,0.001599,
1771,14.22843,0.003752,
1772,10.30547,0.003996,
1773,16.89816,0.00397,
1774,15.58561,0.005546,
1775,7.554889,0.004756,
1776,2.603559,0.004504,
1777,15.20028,0.00305,
1778,15.36024,0.004484,
1779,13.01008,0.003548,
1780,11.95834,0.003614,
1781,2.083344,0.005376,
1782,16.94281,0.002896,
1783,4.713008,0.002837,
1784,14.73367,0.003171,
1785,12.12391,0.003502,
1786,7.95472,0.004445,
1787,8.153844,0.003131,
1788,5.657947,0.005253,
1789,7.308581,0.003916,
1790,9.070287,0.003559,
1791,14.01172,0.002211,
1792,10.95636,0.005364,
1793,15.97613,0.008023,
1794,0.713885,0.007392,
1795,13.25008,0.004171,
1796,12.34025,0.004839,
1797,13.43027,0.014316,
1798,10.03974,0.001484,
1799,10.65238,0.00284,
1800,9.016968,0.005469,
1801,2.075123,0.001445,
1802,10.0604,0.005136,
1803,4.113084,0.00281,
1804,17.16296,0.004168,
1805,23.24848,0.006623,
1806,5.751591,0.001658,
1807,14.24848,0.004119,
1808,8.030014,0.001947,
1809,15.94007,0.003121,
1810,10.30277,0.052016,
1811,14.26225,0.005729,
1812,9.045065,0.002942,
1813,11.32564,0.003516,
1814,6.636792,0.004381,
1815,13.78623,0.004737,
1816,12.89687,0.002865,
1817,9.362813,0.00375,
1818,11.18457,0.005745,
1819,10.39037,0.004443,
1820,12.55004,0.003373,
1821,10.18984,0.002826,
1822,2.32028,0.027714,
1823,12.5445,0.004635,
1824,13.59714,0.003776,
1825,9.332222,0.003101,
1826,0.253647,0.021037,
1827,14.28512,0.00636,
1828,14.53142,0.004118,
1829,11.85512,0.003218,
1830,13.11754,0.003672,
1831,4.799526,0.00326,
1832,10.24884,0.003125,
1833,10.56078,0.002866,
1834,9.190086,0.009732,
1835,6.151992,0.003964,
1836,13.42016,0.005082,
1837,17.29029,0.002999,
1838,0.37816,0.006192,
1839,3.115923,0.005543,
1840,13.16318,0.010977,
1841,12.88378,0.00264,
1842,9.737734,0.008726,
1843,4.299147,0.006878,
1844,13.38446,0.006582,
1845,8.23247,0.011381,
1846,10.76039,0.005237,
1847,7.54338,0.003765,
1848,11.07097,0.001031,
1849,5.357411,0.004057,
1850,4.902814,0.004815,
1851,9.435905,0.004773,
1852,13.71833,0.005112,
1853,14.5838,0.004459,
1854,6.238982,0.00464,
1855,14.36908,0.003989,
1856,12.10112,0.002264,
1857,13.39429,0.004301,
1858,11.25255,0.005092,
1859,12.82606,0.002474,
1860,8.425088,0.002874,
1861,11.08636,0.001443,
1862,9.184802,0.003577,
1863,10.34875,0.015208,
1864,12.19806,0.006441,
1865,14.45722,0.005148,
1866,13.45987,0.002696,
1867,8.003668,0.005389,
1868,13.71693,0.004199,
1869,6.219371,0.006035,
1870,11.52161,0.004235,
1871,9.394001,0.003557,
1872,15.0473,0.003256,
1873,5.059811,0.003143,
1874,14.30255,0.004352,
1875,10.47697,0.0337,
1876,7.826869,0.004105,
1877,6.094898,0.003293,
1878,14.13978,0.005647,
1879,5.783272,0.002298,
1880,10.21437,0.002482,
1881,10.51947,0.003597,
1882,8.807216,0.000485,
1883,13.07086,0.003533,
1884,9.827077,0.003052,
1885,19.00401,0.002282,
1886,12.07121,0.003422,
1887,6.052474,0.004068,
1888,9.631234,0.001654,
1889,15.00222,0.002974,
1890,12.21671,0.004655,
1891,14.01494,0.005612,
1892,12.0488,0.004678,
1893,8.942611,0.003985,
1894,9.201477,0.003787,
1895,8.436606,0.0019,
1896,6.826113,0.002692,
1897,16.45021,0.003996,
1898,12.75445,0.003775,
1899,9.817639,0.006193,
1900,16.56668,0.005234,
1901,13.09492,0.004036,
1902,10.72085,0.00517,
1903,15.10106,0.003648,
1904,15.41098,0.003888,
1905,12.07918,0.00321,
1906,9.937841,0.002886,
1907,6.502672,0.001457,
1908,8.909784,0.004594,
1909,6.612209,0.00502,
1910,23.15739,0.007081,
1911,13.10599,0.001796,
1912,9.933289,0.004137,
1913,16.70518,0.003727,
1914,9.075997,0.003637,
1915,10.55963,0.004966,
1916,12.55605,0.004472,
1917,6.809481,0.001103,
1918,12.61497,0.004228,
1919,8.688632,0.00455,
1920,10.15975,0.002712,
1921,10.8893,0.009242,
1922,10.06131,0.003902,
1923,13.95961,0.00373,
1924,15.82398,0.007102,
1925,4.862297,0.001885,
1926,7.918899,0.004502,
1927,3.210377,0.003799,
1928,9.852296,0.009635,
1929,9.39441,0.00388,
1930,12.1062,0.007353,
1931,13.39049,0.003582,
1932,18.93076,0.00211,
1933,9.321585,0.004186,
1934,8.313417,0.002694,
1935,4.86531,0.002186,
1936,10.45672,0.004799,
1937,10.89609,0.004143,
1938,2.830631,0.008674,
1939,15.93803,0.005313,
1940,8.675951,0.007591,
1941,14.90154,0.003951,
1942,5.65665,0.003612,
1943,6.420096,0.004132,
1944,20.95795,0.007902,
1945,16.52541,0.003846,
1946,9.714255,0.00572,
1947,15.21819,0.001965,
1948,6.741921,0.006132,
1949,9.629838,0.004855,
1950,9.040441,0.002609,
1951,9.195095,0.003816,
1952,5.804001,0.002891,
1953,10.3708,0.004143,
1954,19.02949,0.00885,
1955,13.85107,0.005329,
1956,4.08596,0.004662,
1957,7.609391,0.001663,
1958,5.832486,0.003104,
1959,4.675895,0.008721,
1960,11.08481,0.002634,
1961,27.68165,0.00486,
1962,2.178707,0.017764,
1963,8.936432,0.005098,
1964,6.379883,0.00949,
1965,11.4079,0.002698,
1966,10.63976,0.002671,
1967,9.19949,0.003887,
1968,9.357059,0.006052,
1969,10.80326,0.006783,
1970,5.81786,0.002973,
1971,13.36364,0.003448,
1972,8.26295,0.003272,
1973,11.45725,0.006854,
1974,10.5648,0.006033,
1975,5.720487,0.002824,
1976,17.8334,0.004786,
1977,15.04054,0.00353,
1978,13.23931,0.003308,
1979,10.66205,0.003004,
1980,13.44989,0.008733,
1981,16.56373,0.003512,
1982,12.87868,0.006406,
1983,18.57177,0.002963,
1984,1.897454,0.039678,
1985,11.51088,0.002652,
1986,8.051664,0.003165,
1987,8.823122,0.003536,
1988,15.36167,0.002588,
1989,10.0511,0.002292,
1990,6.690664,0.004993,
1991,6.581249,0.003351,
1992,14.2522,0.004077,
1993,16.53854,0.002865,
1994,1.148278,0.015144,
1995,7.384204,0.002298,
1996,12.25934,0.004359,
1997,9.023891,0.003421,
1998,13.59111,0.003742,
1999,17.18982,0.008582,
2000,6.718576,0.003843,
2001,0.706327,0.024634,
2002,9.614676,0.003937,
2003,16.66141,0.005662,
2004,4.13062,0.002971,
2005,4.44893,0.003198,
2006,13.70492,0.010251,
2007,9.707726,0.003113,
2008,14.17556,0.003467,
2009,12.38138,0.004751,
2010,4.745545,0.021931,
2011,15.8391,0.004306,
2012,12.49279,0.003929,
2013,12.76367,0.008335,
2014,13.2942,0.004261,
2015,2.771779,0.002251,
2016,9.568651,0.003331,
2017,7.654013,0.002558,
2018,12.53337,0.007667,
2019,13.99318,0.002594,
2020,12.5792,0.002666,
2021,11.08033,0.002924,
2022,14.06642,0.006496,
2023,11.34826,0.005241,
2024,8.148313,0.002268,
2025,2.240697,0.0214,
2026,11.80029,0.00403,
2027,10.1756,0.004096,
2028,3.12972,0.005889,
2029,12.51677,0.003952,
2030,5.18175,0.002945,
2031,10.10202,0.002635,
2032,13.60818,0.007273,
2033,11.70852,0.001879,
2034,14.17369,0.004306,
2035,13.83047,0.00409,
2036,18.02871,0.006167,
2037,8.851059,0.004408,
2038,30.469,0.011636,
2039,13.06271,0.004291,
2040,7.212644,0.003973,
2041,11.26156,0.005007,
2042,16.62911,0.003123,
2043,9.64486,0.006809,
2044,12.85754,0.002737,
2045,4.827313,0.002003,
2046,12.66512,0.002622,
2047,7.488034,0.003597,
2048,9.531801,0.00315,
2049,9.342879,0.005407,
2050,2.04752,0.013207,
2051,12.13486,0.005845,
2052,13.35623,0.003256,
2053,14.76649,0.002635,
2054,7.984578,0.005556,
2055,15.54786,0.009893,
2056,21.71356,0.003366,
2057,6.697238,0.004766,
2058,15.93779,0.003369,
2059,9.76047,0.001185,
2060,1.702278,0.013503,
2061,7.320658,0.003062,
2062,8.497894,0.005387,
