Patient,Model,Dipole,Dist_mm,Angle_deg,Moment,Str_RE,Residual_Variance,Is_Grid,Grid_eq_Source,Total_AMR_steps
122317,german7_headreco,dip2,6.47812733532245,20.8368987472258,1.56973403838522e-09,0.607566490403694,0.00134925351628903,0,1,7
