Patient,Model,Dipole,Dist_mm,Angle_deg,Moment,Str_RE,Residual_Variance,Is_Grid,Grid_eq_Source,Total_AMR_steps
160123,german7,dip3,4.08117140332647,18.5307155354994,2.33150974040463e-09,0.417122564898843,0.00050944586525767,0,1,3
