Patient,Model,Dipole,Dist_mm,Angle_deg,Residual_Variance,Is_Grid,Grid_eq_Source,Total_AMR_steps
110411,swiss3,dip1,0.627407596919278,0.69223590618988,9.43768515288539e-05,1,1,0
110411,swiss3,dip2,1.21458275078939,0.884442468732138,0.0002452415205215,0,1,0
110411,swiss3,dip3,0.0927213503407603,0.14739961158442,1.72639940113116e-05,1,1,0
110411,swiss3,dip4,0.0770207799410342,0.240918550250502,1.71095120883014e-05,0,1,0
110411,german3,dip1,1.34577041260815,3.74903407720211,0.0006188661410305,1,1,0
110411,german3,dip2,1.37983393317737,1.57080112116393,0.0011935756523313,0,1,0
110411,german3,dip3,3.6338514989953,0.899546807084071,0.0003911252116267,1,1,0
110411,german3,dip4,4.24038571381332,1.6575819411982,0.0007219510031272,0,1,0
110411,SimNIBS3,dip1,1.47259598004832,4.35496995867414,0.0006920105733956,0,1,0
110411,SimNIBS3,dip2,1.41067352087941,1.63650631047419,0.0013231880085892,1,1,0
110411,SimNIBS3,dip3,3.93404341240728,0.981662438891501,0.0004621010916275,1,1,0
110411,SimNIBS3,dip4,4.64488818010552,1.89210261315978,0.0008670499608314,0,1,0
117122,swiss3,dip1,0.533906573972079,0.0996437652853582,4.35961438114801e-05,0,1,0
117122,swiss3,dip2,1.43873460305452,3.39740016145368,0.0005663881988899,1,1,0
117122,swiss3,dip3,0.256130473320223,0.439167196795234,2.58502722600698e-05,1,1,0
117122,swiss3,dip4,0.381504493705503,0.437544643253793,9.86370095844827e-06,1,1,0
117122,german3,dip1,2.52253941412326,0.953426925032083,0.000316814416269,1,1,0
117122,german3,dip2,3.91196182940987,9.90077683488087,0.0017299831447762,1,0,0
117122,german3,dip3,4.59076764366028,0.899682200075387,0.0004749633218338,1,1,0
117122,german3,dip4,4.68061212831059,1.92306339865477,0.0001586690426906,1,1,0
117122,SimNIBS3,dip1,2.82655925115097,1.04720107128113,0.0003586558493377,1,1,0
117122,SimNIBS3,dip2,4.02586456857332,10.0976455302986,0.0017303504648775,1,0,0
117122,SimNIBS3,dip3,4.94279729142274,1.09143413717611,0.0005489468087724,0,1,0
117122,SimNIBS3,dip4,5.06214395569559,2.06291678862493,0.0001798880952951,1,0,0
120111,swiss3,dip1,0.523783118155599,0.908794487005342,4.69505858949959e-05,1,1,0
120111,swiss3,dip2,1.17214892318993,0.720020292182353,0.0004855886311836,1,1,0
120111,swiss3,dip3,0.23775911730442,0.113741047496941,1.07787859720077e-05,0,1,0
120111,swiss3,dip4,0.217021193589228,0.115789781423375,1.02984480973109e-05,1,1,0
120111,german3,dip1,1.83239063171472,6.02083442523227,0.0004821544170024,0,1,0
120111,german3,dip2,1.63837262290546,2.30094535700509,0.0010363986209672,1,1,0
120111,german3,dip3,4.89230738118312,0.829079575371275,0.0002669378162236,1,1,0
120111,german3,dip4,5.23134045546722,2.13951023032306,0.000226104463729,1,1,0
120111,SimNIBS3,dip1,2.02943018117994,6.53078129025997,0.0005432235960398,0,1,0
120111,SimNIBS3,dip2,1.70305767004966,2.37286097516138,0.0010429050861767,1,1,0
120111,SimNIBS3,dip3,5.28492258374258,0.926939761342236,0.0003087986404381,1,1,0
120111,SimNIBS3,dip4,5.72601067110772,2.35517726490848,0.0002591107986075,1,1,0
122317,swiss3,dip1,0.242267500618524,0.765984189362157,7.1924220586989e-05,1,1,0
122317,swiss3,dip2,1.63947808178231,1.09351480337198,0.0013828030481971,1,1,0
122317,swiss3,dip3,0.207037240026504,0.123219162864527,2.49100340216615e-05,1,1,0
122317,swiss3,dip4,0.435733549146203,0.133910740970322,1.22560096172343e-05,1,1,0
122317,german3,dip1,2.11042032804847,8.5482074702635,0.0006904440111495,0,1,0
122317,german3,dip2,3.69748144906851,10.0494149610273,0.0013325621175535,1,0,0
122317,german3,dip3,4.17431894608582,0.728790168524578,0.0002581635797339,1,1,0
122317,german3,dip4,3.00525534444695,0.972056455121469,0.0002152950493973,0,1,0
122317,SimNIBS3,dip1,2.30277701363874,9.34031377194412,0.000764717293376,1,1,0
122317,SimNIBS3,dip2,3.76191571033976,10.0993155073515,0.0014454387924932,1,0,0
122317,SimNIBS3,dip3,4.50013905910028,0.780980380624078,0.0002888276611532,0,1,0
122317,SimNIBS3,dip4,3.19072255168419,1.09860688904387,0.0002419544078278,0,1,0
122620,swiss3,dip1,0.546176026129101,0.251782622261737,5.23119241863419e-05,1,1,0
122620,swiss3,dip2,0.834344487358486,1.30880082678582,0.0005577590619707,0,1,0
