Patient,Model,Dipole,Dist_mm,Angle_deg,Residual_Variance,Is_Grid,Grid_eq_Source,Total_AMR_steps
110411,swiss7_headreco,dip1,5.53203147415506,3.87313790630564,0.0006330962269317,1,1,5
110411,swiss7_headreco,dip2,3.15714933029588,5.20276419985151,0.0009061162398385,0,1,2
110411,swiss7_headreco,dip3,2.2441055528836,6.41645841098804,0.0006913713605211,1,1,7
110411,swiss7_headreco,dip4,9.86019891756369,68.7773589371995,0.0026389762413767,0,1,30
110411,german7_headreco,dip1,7.15597256933191,7.24846095902792,0.0005062970431544,1,1,6
110411,german7_headreco,dip2,4.33622789422864,9.92782423976996,0.0012477947314268,1,1,5
110411,german7_headreco,dip3,4.13295517742856,15.5000380350115,0.001884288135197,1,1,7
110411,german7_headreco,dip4,14.6225803860654,138.32720582701,0.0040689241612336,1,1,30
110411,SimNIBS7_headreco,dip1,6.98167900612088,9.40016897003585,0.0004783487899018,1,1,6
110411,SimNIBS7_headreco,dip2,5.07289072617051,6.45173660697339,0.0009748146519006,1,1,2
110411,SimNIBS7_headreco,dip3,4.07176742982122,15.1678632705801,0.0020194734072667,0,1,9
110411,SimNIBS7_headreco,dip4,12.7791442598392,137.619903068197,0.0047074482445497,0,1,30
117122,swiss7_headreco,dip1,7.15203315830537,29.6160389247065,0.0007951986591358,1,1,2
117122,swiss7_headreco,dip2,6.38252151100228,30.6187339842176,0.0024810501307308,0,1,10
117122,swiss7_headreco,dip3,1.84777530948399,4.66320346019996,0.0008611205801038,1,1,5
117122,swiss7_headreco,dip4,2.88200875445472,51.9086462339301,0.0007654340988817,0,1,2
117122,german7_headreco,dip1,7.85408219359254,39.8722629523373,0.0010280500138107,0,1,7
117122,german7_headreco,dip2,17.0237614636555,29.5353681658914,0.0230981446226672,1,1,30
117122,german7_headreco,dip3,1.38313013642036,9.98246717608481,0.0012280118794836,0,1,6
117122,german7_headreco,dip4,6.45880943428549,11.6600296705895,0.0020633682634357,1,1,4
117122,SimNIBS7_headreco,dip1,7.43645049042649,21.7294166832169,0.001024909428212,0,0,7
117122,SimNIBS7_headreco,dip2,21.8456782413483,24.3658916671847,0.0212623783226525,1,1,30
117122,SimNIBS7_headreco,dip3,1.59189209191281,9.25487014372152,0.0012547343219386,1,1,6
117122,SimNIBS7_headreco,dip4,6.85898685684834,13.3385074788231,0.0023165606312936,1,1,4
120111,swiss7_headreco,dip1,3.45138188215085,10.9163908176457,0.0003946799020837,1,1,2
120111,swiss7_headreco,dip2,2.19779936772568,6.4983102028041,0.0007740025541792,1,1,3
120111,swiss7_headreco,dip3,2.18707151593039,22.0560040528675,0.0008193674429839,0,1,3
120111,swiss7_headreco,dip4,4.05029728097972,69.8423773703837,0.0011241348080483,1,1,3
120111,german7_headreco,dip1,2.86540703163473,13.5328465097593,0.0007115306795885,1,1,4
120111,german7_headreco,dip2,3.94887192094923,2.07786475018603,0.0015604177291016,1,1,7
120111,german7_headreco,dip3,4.18488503179227,21.993946422307,0.0022662048292862,0,1,4
120111,german7_headreco,dip4,6.89531776592971,8.50657501901072,0.0014064530716274,1,1,7
120111,SimNIBS7_headreco,dip1,2.77159330605496,14.1938848510357,0.0007351934163474,0,1,5
120111,SimNIBS7_headreco,dip2,5.10369387769033,1.59684594985105,0.0015138285756321,1,1,7
120111,SimNIBS7_headreco,dip3,4.62382793943491,21.4996562258757,0.0024091682093581,1,1,5
120111,SimNIBS7_headreco,dip4,7.05444749908768,8.7277620842814,0.0014776792347079,1,1,6
122317,swiss7_headreco,dip1,3.94379284298102,11.5917941452465,0.0006513400149769,1,1,5
122317,swiss7_headreco,dip2,4.30246090769342,11.3105004738986,0.0006702588822277,0,1,6
122317,swiss7_headreco,dip3,0.94319604917291,10.9520840148502,0.0005754504609678,1,1,2
122317,swiss7_headreco,dip4,1.46967728094214,3.0935703398715,0.0007358001699265,1,1,5
122317,german7_headreco,dip1,4.01794595527244,15.0194146261403,0.0007546624300791,0,1,6
122317,german7_headreco,dip2,6.75228061980485,22.6677633572415,0.0013522680932772,0,1,7
122317,german7_headreco,dip3,2.56983054945403,21.2954999815066,0.0013841345733536,1,1,5
122317,german7_headreco,dip4,5.94856243527236,6.00027813825583,0.0027496733227661,1,1,8
122317,SimNIBS7_headreco,dip1,4.19115509521851,14.8724134451001,0.0007292902451009,1,1,6
122317,SimNIBS7_headreco,dip2,6.73728858213218,22.5261754448577,0.0013421717560599,1,1,7
122317,SimNIBS7_headreco,dip3,1.5528267809674,21.7725572476557,0.0010592067916345,1,1,3
122317,SimNIBS7_headreco,dip4,6.7908716685605,4.39834699620464,0.0027589910071778,1,1,8
122620,swiss7_headreco,dip1,5.22548477445251,9.0487765681531,0.0005670777977175,1,1,2
122620,swiss7_headreco,dip2,1.84400272088395,0.731257446162497,0.000373516848267,0,1,2
122620,swiss7_headreco,dip3,1.23787742761084,5.86326929360311,0.0006165715084586,1,1,2
122620,swiss7_headreco,dip4,2.88452304174507,11.278605198682,0.0010576908849446,1,1,9
122620,german7_headreco,dip1,6.31987264452838,15.0300967219129,0.0005864678149705,1,1,5
122620,german7_headreco,dip2,2.99272124536302,3.42901564233414,0.000605698893969,0,1,4
122620,german7_headreco,dip3,4.28683881716337,12.4904737107338,0.0008113727111359,1,1,2
122620,german7_headreco,dip4,8.2104196537936,9.08831772413319,0.0012910808038993,1,1,6
122620,SimNIBS7_headreco,dip1,6.29901555424304,14.9434464815554,0.0006468967421926,1,1,4
122620,SimNIBS7_headreco,dip2,3.06206116500776,3.64103648995374,0.0006412081599994,1,1,4
